 NAME;formula;ALTERNATIVE_NAME;ANOTHER_NAME;"OSTATOK
";"KOMNATA
";SHKAFF;POLKA;KOMENT;CAS;Smiles
benzoyl chloride;PhCOCl;;PhCOCl;;34.427;06.ÿםג;5;;;ClC(=O)C1=CC=CC=C1
benzyl chloride;BnCl;(chloromethyl)benzene;BnCl;;34.427;06.ÿםג;5;;;ClCC1=CC=CC=C1
Benzyl bromide;BnBr;(bromomethyl)benzene;BnBr;;34.427;06.ÿםג;5;;;BrCC1=CC=CC=C1
4-Fluorobenzyl bromide;4-F-BnBr;1-(bromomethyl)-4-fluorobenzene;4-F-BnBr;10 ml in 500 ml flask;34.427;06.ÿםג;5;;;FC1=CC=C(CBr)C=C1
4-Methyl-2-pentanone;;Isobutyl methyl ketone; Isopropylacetone;1 L;34.427;06.ÿםג;5;;;CC(C)CC(C)=O
Dimethyl malonate;;Malonic acid dimethyl ester;;200 ml;34.427;06.ÿםג;5;Handmade;;COC(=O)CC(=O)OC
Dimethyl malonate;;Malonic acid dimethyl ester;;2 x 1 L;34.427;06.ÿםג;5;;;COC(=O)CC(=O)OC
Methyl chloroacetate;;;;? + 2 x 1 L;34.427;06.ÿםג;5;;;COC(=O)CCl
4-Methoxyphenol;;4-hydroxyanisol;;500 g;34.427;06.ÿםג;5;;;COC1=CC=C(O)C=C1
crotyl bromide;;trans-1-brom-2-butene;;;34.427;06.ÿםג;5;;;C\C=C\CBr
Chloroacetonitrile;;;;;34.427;06.ÿםג;5;;;ClCC#N
Phosphorous oxide on inert support;P2O5;;P2O5;2.5 kg;34.427;06.ÿםג;5;ex-FLUKA;;O=P12OP3(=O)OP(=O)(O1)OP(=O)(O2)O3
Phosphorous oxide ;P2O5;Phosphorus pentoxide;P2O5;<1 kg;34.427;06.ÿםג;5;aldrich;;O=P12OP3(=O)OP(=O)(O1)OP(=O)(O2)O3
Oxalyl chloride;(COCl)2;Ethanedioyl dichloride;(COCl)2;2.5 kg;34.427;06.ÿםג;5;;;ClC(=O)C(Cl)=O
Trityl chloride;;Chlorotriphenylmethane;Triphenylchloromethane;;34.427;06.ÿםג;5;;;ClC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1
ethyl 4-bromobutanoate;;Ethyl 4-bromobutyrate;;20 g + 50 g + 250 g;34.427;06.ÿםג;5;Handmade(?) + abcr;;CCOC(=O)CCCBr
1-bromo-4-(bromomethyl)benzene;;4-Bromobenzyl bromide;;~ 20 g;34.427;06.ÿםג;5;;;BrCC1=CC=C(Br)C=C1
4-Methylbenzyl bromide;;;;;34.427;06.ÿםג;5;;;CC1=CC=C(CBr)C=C1
1-(bromomethyl)-3-methylbenzene;;3-Methylbenzyl bromide;;;34.427;06.ÿםג;5;;;Cc1cccc(CBr)c1
2-Bromopyridine;;;;;34.427;06.ÿםג;5;soviet;;BrC1=NC=CC=C1
methyl 2-cyanoacetate;;Methyl cyanoacetate;;;34.427;06.ÿםג;5;;;O=C(OC)CC#N
Ethyl 3-bromopropionate;;3-bromo-propionic acid ethyl ester;;2 x ;34.427;06.ÿםג;5;;;CCOC(=O)CCBr
oleoyl chloride;;;M3290;;34.427;06.ÿםג;5;handmade;;CCCCCCCC\C=C/CCCCCCCC(Cl)=O
"4-Bromobenzoic acid
";;;;2 x;34.427;06.ÿםג;5;;;OC(=O)c1ccc(Br)cc1
Thioacetamide;;;;;34.427;06.ÿםג;5;;;CC(N)=S
Bromocyclopropane;;Cyclopropyl bromide;;;34.427;06.ÿםג;5;;;BrC1CC1
2-oxo-2-phenylacetic acid;;Phenylglyoxylic acid;;;34.427;06.ÿםג;4;;;OC(=O)C(=O)c1ccccc1
4-phenoxybenzoic acid;;;;;34.427;06.ÿםג;4;EPP.;;OC(=O)c1ccc(Oc2ccccc2)cc1
4-Aminobenzoic acid;;;;;34.427;06.ÿםג;4;;;NC1=CC=C(C=C1)C(O)=O
phenylmethanol;;Benzyl alcohol;;;34.427;06.ÿםג;4;;;OCC1=CC=CC=C1
anthracen-9-ylmethanol;;9-Anthracenemethanol;9-(Hydroxymethyl)anthracene;;34.427;06.ÿםג;4;;;OCc1c2ccccc2cc3ccccc13
D-Leucine Methyl Ester Hydrochloride;;SAI-772;H-D-Leu-OMe·HCl;;34.427;06.ÿםג;4;Handmade;;N[C@H](CC(C)C)C(OC)=O.[H]Cl
4-(hydroxymethyl)phenol;;4-Hydroxybenzyl alcohol;;;34.427;06.ÿםג;4;;;OC1=CC=C(C=C1)CO
(S)-methyl 2-amino-3-phenylpropanoate hydrochloride;;H-Phe-OMe * HCl;L-Phenylalanine methyl ester hydrochloride;;34.427;06.ÿםג;4;;;N[C@@H](CC1=CC=CC=C1)C(OC)=O.[H]Cl
3-Aminobenzoic acid;;;;;34.427;06.ÿםג;4;;;NC1=CC=CC(=C1)C(O)=O
Phenyl isocyanate;PhNCO;Isocyanatobenzene;PhNCO;;34.427;06.ÿםג;4;;;O=C=NC1=CC=CC=C1
5-bromo-2-hydroxybenzonitrile;;5-Bromo-2-hydroxybenzonitrile;;;34.427;06.ÿםג;4;;;N#CC1=CC(Br)=CC=C1O
1,5-Dibromopentane;;Pentamethylene dibromide;;2 x;34.427;06.ÿםג;4;;;BrCCCCCBr
2-Methoxyethanol;;Ethylene glycol monomethyl ether;;;34.427;06.ÿםג;4;;;COCCO
2-Ethoxyethanol;;Ethylene glycol monoethyl ether;;;34.427;06.ÿםג;4;;;CCOCCO
N-Phenylurea;;Phenylcarbamide;;;34.427;06.ÿםג;4;;;NC(=O)NC1=CC=CC=C1
Ethyl 2-oxocyclopentanecarboxylate;;;;;34.427;06.ÿםג;4;;;CCOC(=O)C1CCCC1=O
p-Toluenesulfonic acid monohydrate;TsOH x H2O;TsOH x H2O;;;34.427;06.ÿםג;4;;;O.CC1=CC=C(C=C1)S(O)(=O)=O
Aspartic acid;;Aminobutanedioic acid;Asp;;34.427;06.ÿםג;4;;;NC(CC(O)=O)C(O)=O
Boc-Val-OH;;2-(Boc-amino)-3-methylbutyric acid;Boc-L-valine;;34.427;06.ÿםג;4;;;CC(C)C(NC(=O)OC(C)(C)C)C(O)=O
2-Furoic acid;;Furan-2-carboxylic acid;;;34.427;06.ÿםג;4;;;OC(=O)C1=CC=CO1
Acetanilide;;N-Phenylacetamide;;;34.427;06.ÿםג;4;;;CC(=O)NC1=CC=CC=C1
Caffeic acid;; 3,4-Dihydroxybenzeneacrylic acid;3,4-Dihydroxycinnamic acid;;34.427;06.ÿםג;4;;;OC(=O)\C=C\C1=CC=C(O)C(O)=C1
Dodecane;;;;;34.427;06.ÿםג;4;;;CCCCCCCCCCCC
Octane;;;;;34.427;06.ÿםג;4;;;CCCCCCCC
Hexadecane;;;;;34.427;06.ÿםג;4;;;CCCCCCCCCCCCCCCC
Pentadecane;;;;;34.427;06.ÿםג;4;;;CCCCCCCCCCCCCCC
Malononitrile;;Dicyanomethane;;;34.427;06.ÿםג;4;;;N#CCC#N
Antracene;;Paranaphthalene;;;34.427;06.ÿםג;4;;;c1ccc2cc3ccccc3cc2c1
Hexafluoroacetone sesquihydrate;;Perfluoroacetone;;;34.427;06.ÿםג;4;;;FC(F)(F)C(=O)C(F)(F)F
HEPES;;N-(2-Hydroxyethyl)piperazine-N?-(2-ethanesulfonic acid);;;34.427;06.ÿםג;4;;;OCCN1CCN(CCS(O)(=O)=O)CC1
4,5-dihydroxynaphthalene-2,7-disulfonic acid;;Chromotropic acid;;;34.427;06.ÿםג;4;;;O=S(C1=CC(O)=C2C(O)=CC(S(=O)(O)=O)=CC2=C1)(O)=O
2-(((benzyloxy)carbonyl)amino)hexanoic acid;;Nor-Z-Leu;;;34.427;06.ÿםג;4;;;CCCCC(NC(=O)OCC1=CC=CC=C1)C(O)=O
N-?-BOC-N-omega-Tosyl-L-arginine;;Boc-Arg(Tos)-OH;;;34.427;06.ÿםג;4;;;CC1=CC=C(C=C1)S(=O)(=O)NC(=N)NCCC[C@H](NC(=O)OC(C)(C)C)C(O)=O
Giemsa's azur-eosin-methylene blue;;Azure eosin methylene blue;;;34.427;06.ÿםג;4;;;[Cl-].CN(C)C1=CC2=C(C=C1)N=C1C=CC(=[NH2+])C=C1S2
glass beads;;;;;34.427;06.ÿםג;4;;;O=[Si]=O
Nicotinamide;;"	3-pyridinecarboxamide";;;34.427;06.ÿםג;4;;;NC(=O)C1=CC=CN=C1
ethyl benzylcarbamate;;;;;34.427;06.ÿםג;4;;;CCOC(=O)NCC1=CC=CC=C1
4-Chlorobenzenesulfonic acid;;;;;34.427;06.ÿםג;4;;;OS(=O)(=O)C1=CC=C(Cl)C=C1
3,3?-Diaminobenzidine tetrahydrochloride;;;;;34.427;06.ÿםג;4;;;Cl.Cl.Cl.Cl.NC1=C(N)C=C(C=C1)C1=CC(N)=C(N)C=C1
Isonicotinic acid;;Pyridine-4-carboxylic acid;;;34.427;06.ÿםג;4;;;OC(=O)C1=CC=NC=C1
Dowex 50WX1 50/100 mesh;;;;;34.427;06.ÿםג;4;;;CC1=CC=C(C)C=C1
Myristic acid;;Tetradecanoic acid;;;34.427;06.ÿםג;4;;;CCCCCCCCCCCCCC(O)=O
6-Chloro-7-deazapurine;;4-Chloro-7H-pyrrolo[2,3-d]pyrimidine;;;34.427;06.ÿםג;4;;;ClC1=C2C=CNC2=NC=N1
Quinacrine dihydrochloride;;6-Chloro-9-(4-diethylamino-1-methylbutylamino)-2-methoxyacridine dihydrochloride;;;34.427;06.ÿםג;4;;;CCN(CC)CCC[C@H](C)NC1=C2C=C(OC)C=CC2=NC2=CC(Cl)=CC=C12
Thiourea;;Thiocarbamide;;;34.427;06.ÿםג;4;;;NC(N)=S
Picric acid;;2,4,6-Trinitrophenol;;;34.427;06.ÿםג;4;;;OC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O
Flavianic acid;;2,4-Dinitro-1-naphthol-7-sulfonic acid;;;34.427;06.ÿםג;4;;;OC1=C(C=C(C2=CC=C(C=C12)S(O)(=O)=O)[N+]([O-])=O)[N+]([O-])=O
ethyl 4-oxopiperidine-3-carboxylate hydrochloride;;;;;34.427;06.ÿםג;4;;;Cl.CCOC(=O)C1CNCCC1=O
2,3-dichloropyridine;;;;;34.427;06.ÿםג;4;;;ClC1=CC=CN=C1Cl
methyl 4-chloro-3-nitrobenzoate;;;;;34.427;06.ÿםג;4;;;COC(=O)C1=CC(=C(Cl)C=C1)[N+]([O-])=O
phenyl 4-methoxybenzoate;;M939;;;34.427;06.ÿםג;4;;;COC1=CC=C(C=C1)C(=O)OC1=CC=CC=C1
(4-hydroxyphenyl)(phenyl)methanone;;;;;34.427;06.ÿםג;4;;;OC1=CC=C(C=C1)C(=O)C1=CC=CC=C1
tri(1H-pyrazol-1-yl)methane;;;;;34.427;06.ÿםג;4;;;C1=CN(N=C1)C(N1C=CC=N1)N1C=CC=N1
tert-butyl bis(2-hydroxypropyl)carbamate;;M2643;;;34.427;06.ÿםג;4;;;CC(O)CN(CC(C)O)C(=O)OC(C)(C)C
D-Tyrosine;; (R)-2-Amino-3-(4-hydroxyphenyl)propionic acid;;;34.427;06.ÿםג;4;;;N[C@H](CC1=CC=C(O)C=C1)C(O)=O
L-Citrulline;;(S)-2-Amino-5-ureidopentanoic acid;;;34.427;06.ÿםג;4;;;N[C@@H](CCCNC(N)=O)C(O)=O
potassium ethyl xanthate;;;;;34.427;06.ÿםג;4;;;[K+].CCOC([S-])=S
Phenol;;Hydroxybenzene;;;34.427;06.ÿםג;4;;;OC1=CC=CC=C1
Palmitic acid;;Hexadecanoic acid;;;34.427;06.ÿםג;4;;;CCCCCCCCCCCCCCCC(O)=O
D-Leucine;;(R)-2-Amino-4-methylpentanoic acid;;;34.427;06.ÿםג;4;;;CC(C)C[C@@H](N)C(O)=O
Uridine;;1-((2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)pyrimidine-2,4(1H,3H)-dione;;;34.427;06.ÿםג;4;;;OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O
Thymidine;;;;;34.427;06.ÿםג;4;;;CC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O
pyrimidine-2,4(1H,3H)-dione;;Uracil;;2 x ;34.427;06.ÿםג;4;;;O=C1NC=CC(=O)N1
2?-Deoxyguanosine monohydrate;;9-(2-Deoxy-?-D-ribofuranosyl)guanine;;;34.427;06.ÿםג;4;;;O.NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)N1
D-Phenylalanine;;(R)-2-Amino-3-phenylpropionic acid;;;34.427;06.ÿםג;4;;;N[C@H](CC1=CC=CC=C1)C(O)=O
6-Aminocaproic acid;;6-Aminohexanoic acid;;;34.427;06.ÿםג;4;;;NCCCCCC(O)=O
L-Glutamine;;(S)-2,5-Diamino-5-oxopentanoic acid;;;34.427;06.ÿםג;4;;;N[C@@H](CCC(N)=O)C(O)=O
L-Proline;;(S)-Pyrrolidine-2-carboxylic acid;;;34.427;06.ÿםג;4;;;OC(=O)[C@@H]1CCCN1
Piperazine-2-carboxylic acid dihydrochloride;;piperazine-2-carboxylic acid dihydrochloride;(±)-Piperazine-2-carboxylic acid dihydrochloride;;34.427;06.ÿםג;4;;;O=C(O)C1NCCNC1.Cl.Cl
1,4-bis(tert-butoxycarbonyl)piperazine-2-carboxylic acid;;1,4-Di-Boc-piperazine-2-carboxylic acid;M3289;;34.427;06.ÿםג;4;;;O=C(O)C1N(C(OC(C)(C)C)=O)CCN(C(OC(C)(C)C)=O)C1
Hexachloro-1,3-butadiene;;Perchlorobutadiene;;;34.427;06.ÿםג;4;;;ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl
3,4-Lutidine;;3,4-Dimethylpyridine;;;34.427;06.ÿםג;4;;;CC1=C(C)C=NC=C1
1,3-Dimethylnaphthalene;;;;;34.427;06.ÿםג;4;;;CC1=CC(C)=C2C=CC=CC2=C1
"Physostigmine sulfate
";;;;;34.427;06.ÿםג;4;;;OS(O)(=O)=O.CNC(=O)OC1=CC=C2N(C)[C@H]3N(C)CC[C@@]3(C)C2=C1.CNC(=O)OC1=CC=C2N(C)[C@H]3N(C)CC[C@@]3(C)C2=C1
(S)-5-(Hydroxymethyl)-2-pyrrolidinone;;L-Pyroglutaminol;;;34.427;06.ÿםג;4;;;OC[C@@H]1CCC(=O)N1
2,4-thiazolidinedion;;thiazoline-2,4-dione;;;34.427;06.ÿםג;4;;;O=C1CSC(=O)N1
Hydantoin;;;;;34.427;06.ÿםג;4;;;O=C1CNC(=O)N1
RHODANINE;;2-thioxo-4-thiazolidinone;;;34.427;06.ÿםג;4;;;O=C1CSC(=S)N1
2,4-oxazolidinedione;;Oxazolidinedione;;;34.427;06.ÿםג;4;;;O=C1COC(=O)N1
2-Naphthol;; ?-Naphthol;2-Hydroxynaphthalene;;34.427;06.ÿםג;4;;;OC1=CC=C2C=CC=CC2=C1
1-Naphthol;;?-naphthol;1-Hydroxynaphthalene;;34.427;06.ÿםג;4;;;OC1=C2C(C=CC=C2)=CC=C1
2-Chloro-3-nitropyridine;;;;25g+1 kg;34.427;06.ÿםג;4;;;[O-][N+](=O)C1=CC=CN=C1Cl
methyl 3-aminopropanoate hydrochloride;;Methyl 3-aminopropionate hydrochloride;?-Alanine methyl ester hydrochloride;;34.427;06.ÿםג;4;;;O=C(OC)CCN.[H]Cl
1-Methyl-4-(propan-2-yl)benzene;;p-Cymene;;;34.427;06.ÿםג;4;;;CC(C1=CC=C(C)C=C1)C
2-Chloro-3-pyridinecarbonitrile;;;;;34.427;06.ÿםג;4;;;ClC1=NC=CC=C1C#N
5,10-dihydrophenazine;;;;;34.427;06.ÿםג;4;;;N1C2=CC=CC=C2NC2=CC=CC=C12
1,2,3,5,6,7-hexahydropyrido[3,2,1-ij]quinoline;Julolidine;2,3,6,7-Tetrahydro-1H,5H-benzo[ij]quinolizine;Julolidine;;34.427;06.ÿםג;4;;;C1CN2CCCC3=C2C(C1)=CC=C3
methyl 2-mercaptoacetate;HSCH2COOMe;Methyl thioglycolate;Methyl mercaptoacetate;;34.427;06.ÿםג;4;;;COC(=O)CS
2,3-Dichloro-5,6-dicyano-p-benzoquinone;;DDQ;;;34.427;06.ÿםג;4;;;ClC1=C(Cl)C(=O)C(C#N)=C(C#N)C1=O
Glycerin;;;;;34.427;06.ÿםג;4;;;OCC(O)CO
Sarcosine;;N-Methylglycine;;;34.427;06.ÿםג;4;;;CNCC(O)=O
D-(?)-Tartaric acid;;Tartaric acid;(2S,3S)-(?)-Tartaric acid;;34.427;06.ÿםג;4;;;OC(C(C(O)=O)O)C(O)=O
4-amino-1,5-dimethyl-2-phenyl-1H-pyrazol-3(2H)-one;;4-Aminoantipyrine;4-Amino-2,3-dimethyl-1-phenyl-3-pyrazolin-5-one;1 kg + 100 g;34.427;06.ÿםג;4;;;O=C1C(N)=C(C)N(C)N1C2=CC=CC=C2
1-Octanol;;octan-1-ol;;;34.427;06.ÿםג;4;sigma;;CCCCCCCCO
1-Hexanol;;Hexan-1-ol;;;34.427;06.ÿםג;4;sigma;;CCCCCCO
2,2'-oxydiethanol;;"Diethylene glycol
";2-Hydroxyethyl ether;2 x 25 ml;34.427;06.ÿםג;4;sigma;;OCCOCCO
2,2'-(ethane-1,2-diylbis(oxy))diethanol;;"Triethylene glycol
";Triglycol;25 ml;34.427;06.ÿםג;4;sigma;;OCCOCCOCCO
L-Cysteine;;(R)-2-amino-3-mercaptopropanoic acid;;;34.427;06.ÿםג;4;;;N[C@@H](CS)C(O)=O
tetrahydropyrimidine-2(1H)-thione;;3,4,5,6-Tetrahydro-2-pyrimidinethiol;1,4,5,6-tetrahydropyrimidine-2-thiol;;34.427;06.ÿםג;4;;;S=C1NCCCN1
2-cyanoethanethioamide;;2-Cyanothioacetamide;;;34.427;06.ÿםג;4;;;NC(=S)CC#N
Sodium perchlorate;;NaClO4;;;34.427;06.ÿםג;2;;;[Na+].[O-][Cl](=O)(=O)=O
Manganese(II) sulfate pentahydrate;MnSO4*5H2O;MnSO4*5H2O;;;34.427;06.ÿםג;2;;;O.O.O.O.O.[Mn++].[O-]S([O-])(=O)=O
Ytterbium(III) nitrate hydrate;Yb(NO3)3;Yb(NO3)3;;;34.427;06.ÿםג;2;;;O.[Yb].[O-][N+]([O-])=O
Praseodymium(III) Carbonate;Pr2(CO3)3;Pr2(CO3)3;;;34.427;06.ÿםג;2;;;[Pr+3].[O-]C([O-])=O
Gadolinium Carbonate;Gd2(CO3)3;Gd2(CO3)3;;;34.427;06.ÿםג;2;;;[Gd+3].[O-]C([O-])=O
Europium(III) formate;Eu(OOCH)3;Eu(OOCH)3;;;34.427;06.ÿםג;2;;;[Eu+3].[O-]C=O.[O-]C=O.[O-]C=O
Yttrium selenate;Y2(SeO4)3;Y2(SeO4)3;;;34.427;06.ÿםג;2;;;[Y+3].O[Se](O)(=O)=O
Cobalt chloride;CoCl2;CoCl2;;;34.427;06.ÿםג;2;"Blue box ""ּו salt""";;[Cl-].[Cl-].[Co++]
Cobalt(II) acetate hydrate;ׁo(OAc)2*H2O;ׁo(OAc)2*H2O;;;34.427;06.ÿםג;2;"Blue box ""ּו salt""";;O.[Co++].CC([O-])=O
Nickel(II) sulfate heptahydrate;NiSO4*7H2O;NiSO4*7H2O;;;34.427;06.ÿםג;2;"Blue box ""ּו salt""";;O.O.O.O.O.O.O.[Ni++].[O-]S([O-])(=O)=O
Iron(II) sulfate heptahydrate;FeSO4*7H2O;FeSO4*7H2O;;;34.427;06.ÿםג;2;"Blue box ""ּו salt""";;O.O.O.O.O.O.O.[Fe].[O-]S([O-])(=O)=O
Ammonium dihydrogen phosphate;(NH4)H2PO4;Ammonium phosphate monobasic;mono-Ammonium phosphate;;34.427;06.ÿםג;2;Rushim;;[NH4+].OP(O)([O-])=O
Whatman DE32 Anion Exchange ;;;;;34.427;06.ÿםג;2;;;CCN(CC)CCOC
Ammonium persulfate;(NH4)2S2O8;Ammonium peroxydisulfate;APS;;34.427;06.ÿםג;2;;;N.N.OS(=O)(=O)OOS(O)(=O)=O
Sodium tungstate;Na2WO4*2H2O;Na2WO4*2H2O;;;34.427;06.ÿםג;2;;;[Na+].[Na+].[O-][W]([O-])(=O)=O
"Magnesium chloride anhydrous
";MgCl2;MgCl2;;;34.427;06.ÿםג;2;anhydrous;;[Mg++].[Cl-].[Cl-]
Potassium iodide;KI;KI;;;34.427;06.ÿםג;2;Soviet;;[K+].[I-]
Sodium dithionite;Na2S2O4;Na2S2O4;;2 x 1 kg;34.427;06.ÿםג;2;rushim;;[Na+].[Na+].[O-]S(=O)S([O-])=O
Sodium molybdate dihydrate;Na2MoO4 x H2O;Na2MoO4 x H2O;;;34.427;06.ÿםג;2;;;O.O.[Na+].[Na+].[O-][Mo]([O-])(=O)=O
Sodium dithionite;Na2S2O4;Na2S2O4;;1 kg;34.427;06.ÿםג;2;china;;[Na+].[Na+].[O-]S(=O)S([O-])=O
Potassium sodium tartrate tetrahydrate;;KOCOCH(OH)CH(OH)COONa · 4H2O;Rochelle salt;1 kg;34.427;06.ÿםג;2;Soviet;;O.O.O.O.[Na+].[K+].OC(C(O)C([O-])=O)C([O-])=O
Potassium sodium tartrate tetrahydrate;;KOCOCH(OH)CH(OH)COONa · 4H2O;Rochelle salt;2 x 1 kg;34.427;06.ÿםג;2;rushim;;O.O.O.O.[Na+].[K+].OC(C(O)C([O-])=O)C([O-])=O
Sodium sulfite;Na2SO3;Na2SO3;;2 kg;34.427;06.ÿםג;2;rushim;;[Na+].[Na+].[O-]S([O-])=O
Sodium thiosulfate;Na2S2O3.xH2O;Na2S2O3.xH2O;;;34.427;06.ÿםג;2;;;O.O.O.O.O.[Na+].[Na+].[O-]S([S-])(=O)=O
sodium azide;NaN3;NaN3;;;34.427;06.ÿםג;2;1 kg + 3 x ? acros;;[Na+].[N-]=[N+]=[N-]
Ethylenediaminetetraacetic acid (di sodium);EDTA;Trilon B;EDTA disodium salt dihydrate;;34.427;06.ÿםג;2;3x;;[H+].[H+].O.O.[Na+].[Na+].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O
Lithium hydroxide;LiOH*H2O;;;;34.427;06.ÿםג;2;;;[Li+].[OH-]
Zinc;Zn;;Zn;3 x 1 kg;34.427;06.ÿםג;2;RUSHIM;;[Zn]
"Potassium cyanate
";KOCN;;KOCN;;34.427;06.ÿםג;2;;;[K+].[O-]C#N
Potassium peroxymonosulfate;KHSO5;Potassium peroxysulfate;oxone;100 g;34.427;06.ÿםג;2;?50%;;[K+].OOS([O-])(=O)=O
Nickel(II) chloride;NiCl2*6H2O;Nickelous chloride;;;34.427;06.ÿםג;2;;;Cl[Ni]Cl
Iron(II) chloride;FeCl2*4H2O;Ferrous chloride;FeCl2*4H2O;;34.427;06.ÿםג;2;;;O.O.O.O.[Cl-].[Cl-].[Fe++]
"Manganese(IV) oxide
";;Manganese dioxide;MnO2;;34.427;06.ÿםג;2;handmade 05.2021;;O=[Mn]=O
Sodium cyanate;;Sodium isocyanate;Zassol;;34.427;06.ÿםג;2;;;[Na+].[O-]C#N
Potassium phosphate monobasic;KH2PO4;Potassium dihydrogen phosphate;KH2PO4;2 x 1 kg;34.427;06.ÿםג;2;;;[K+].OP(O)([O-])=O
Sodium phosphate dibasic dodecahydrate;Na2HPO4 · 12H2O;Disodium hydrogen phosphate dodecahydrate;Na2HPO4 · 12H2O;2 kg;34.427;06.ÿםג;2;;;O.O.O.O.O.O.O.O.O.O.O.O.[Na+].[Na+].OP([O-])([O-])=O
Sodium phosphate dibasic dodecahydrate;Na2HPO4 · 2H2O;Disodium hydrogen phosphate dihydrate;Na2HPO4 · 2H2O;1 kg;34.427;06.ÿםג;2;;;O.O.[Na+].[Na+].OP([O-])([O-])=O
Sodium dihydrophosphate;NaH2PO4*2H2O;NaH2PO4*2H2O;NaH2PO4*2H2O;1 kg;34.427;06.ÿםג;2;;;[Na+].OP(O)([O-])=O
Potassium bicarbonate;KHCO3;potassium hydrogen carbonate;KHCO3;0.5 kg;34.427;06.ÿםג;2;;;[K+].OC([O-])=O
Sodium phosphate dibasic anhydrous;Na2HPO4 ;Disodium hydrogen phosphate anhydrous;Na2HPO4  anhydrous;1 kg;34.427;06.ÿםג;2;anhydrous;;"[Na+].[Na+].O[P]([O-])([O-])=O
"
Sodium dihydrogen phosphate anhydrous;NaH2PO4;Sodium dihydrophosphate anhydrous;NaH2PO4 anhydrous;1 kg;34.427;06.ÿםג;2;anhydrous;;"[Na+].O[P](O)([O-])=O
"
"Manganese(IV) oxide
";MnO2;Manganese dioxide;MnO2;;34.427;06.ÿםג;2;sigma 04.08.21;;O=[Mn]=O
ammonium acetate;NH4OAc;;NH4OAc;;34.427;06.ÿםג;2;REAhIM;;[NH4+].CC([O-])=O
Potassium dichromate;K2Cr2O7;potassium bichromate;K2Cr2O7;;34.427;06.ÿםג;2;;;[K+].[K+].[O-][Cr](=O)(=O)O[Cr]([O-])(=O)=O
1H-indene-1,2,3-trione;;Ninhydrin;2,2-Dihydroxy-1,3-indanedione;;34.427;06.ÿםג;3;;;O=C1C(=O)C2=CC=CC=C2C1=O
bis(4-(dimethylamino)phenyl)(pyridin-2-yl)methanol;;;;;34.427;06.ÿםג;3;;;CN(C)C1=CC=C(C=C1)C(O)(C1=CC=C(C=C1)N(C)C)C1=NC=CC=C1
N-Acetylglycine;;Acetamidoacetic acid;Aceturic acid;2 x 500 g;34.427;06.ÿםג;3;;;CC(=O)NCC(O)=O
[1,1'-biphenyl]-4-carboxylic acid;;;;;34.427;06.ÿםג;3;;;OC(=O)C1=CC=C(C=C1)C1=CC=CC=C1
malonic acid;;;;1 kg + ? g;34.427;06.ÿםג;3;;;OC(=O)CC(O)=O
2,2,2-trichloroethanol;;2,2,2-trichloroethanol;Trichloroethyl alcohol;;34.427;06.ÿםג;3;;;ClC(Cl)(Cl)CO
phenazin-1-ol;;;;;34.427;06.ÿםג;3;;;OC1=CC=CC2=NC3=CC=CC=C3N=C12
1,12-Dodecanediol;;;;;34.427;06.ÿםג;3;;5675-51-4;OCCCCCCCCCCCCO
(2S,4R)-ethyl 4-hydroxypyrrolidine-2-carboxylate hydrochloride;;trans-4-Hydroxy-L-proline ethyl ester hydrochloride;;;34.427;06.ÿםג;3;;;O[C@@H]1C[C@@H](C(OCC)=O)NC1.Cl
(2S,4R)-4-hydroxypyrrolidine-2-carboxylic acid;;Hydroxyproline; trans-4-Hydroxy-L-proline;;34.427;06.ÿםג;3;;;O=C([C@H]1NC[C@H](O)C1)O
methyl (2S,4R)-4-hydroxypyrrolidine-2-carboxylate hydrochloride;;Trans-4-Hydroxy-L-Proline Methyl Ester hydrochloride;;;34.427;06.ÿםג;3;;;O=C([C@H]1NC[C@H](O)C1)OC.Cl
2,5-diaminopentanoic acid hydrochloride;;Ornithine monohydrochloride;;;34.427;06.ÿםג;3;;;NC(CCCN)C(O)=O.[H]Cl
4-methoxy-N,N-dimethylaniline;;;SAI849;;34.427;06.ÿםג;3;;;CN(C)C1=CC=C(OC)C=C1
(3R,4R)-pyrrolidine-3,4-diol;;pyrrolidine-3,4-diol;;;34.427;06.ÿםג;3;;;O[C@H]1[C@H](O)CNC1
(4-methoxyphenyl)(phenyl)(pyridin-2-yl)methanol;;;;;34.427;06.ÿםג;3;;;COC1=CC=C(C=C1)C(O)(C1=CC=CC=C1)C1=NC=CC=C1
3-bromophenol;;;;;34.427;06.ÿםג;3;;;OC1=CC(Br)=CC=C1
4-Toluenesulfonyl chloride;;TsCl;tosyl chloride;4 x 1 kg;34.427;06.ÿםג;3;;;CC1=CC=C(C=C1)S(Cl)(=O)=O
